url     file_size       md5_checksum
https://raw.githubusercontent.com/cd-public/books/main/pg33698.txt      433751  943d6a3a4a759783ffbf9>
https://raw.githubusercontent.com/cd-public/books/main/pg34405.txt      449182  e6b12fb060fe2819f63c3>
https://raw.githubusercontent.com/cd-public/books/main/pg37610.txt      357026  913b0a4e6c582ccbccf0a>
https://raw.githubusercontent.com/cd-public/books/main/pg38539.txt      464074  80c6260119141bc1153dc>
https://raw.githubusercontent.com/cd-public/books/main/pg38622.txt      410929  c105c871d55dd70cef458>
